1.354385116955058699e+00,8.923589734430816822e-01,6.724107727585244831e-02,-1.863776074742918842e+00,-1.577450228968712009e+00,-1.787150824000424354e+00,-1.446428319110955485e+00,4.134413424539760684e-01,1.007918850383919818e+00,5.748570841315959745e-01,-1.773522483618227064e+00,6.189683285632069376e-01,-1.822115623981225951e+00,-1.934658548842549175e+00,-2.433898532528236736e+00,-5.903920800661210944e-01,1.447519492350291426e+00,6.741019836066249882e-01,-1.053134749745673560e+00,-2.614230745276896695e+00
-1.947872798924745297e+00,-1.353396896361036772e+00,-1.647052869733456104e+00,2.153584784793995066e+00,2.469745764291055412e+00,1.402854999817144677e+00,1.307404201419813061e+00,-3.101679758010037480e-01,-2.837743051237597403e+00,-9.500935724431542884e-01,-6.825760301837381361e-01,1.035284100923589828e-01,-6.703089416894845165e-01,-1.967878004781570545e-01,4.554710988181557840e-01,-5.346329637939892798e-01,-1.544874526002485204e+00,-2.025031621193711828e+00,-5.831895672868084857e-01,-8.447421567134004716e-01
8.143610762115742752e-01,1.248892888618678976e+00,1.334066713397072279e+00,1.106941931024755243e+00,-7.373695449575287109e-01,1.293073895805512352e+00,8.034204462206736563e-01,-1.048083473061938609e+00,-2.975929108151934566e-01,1.772215017969390183e-01,-1.341729887796387910e+00,-2.426534288439583242e-01,-3.666511791800780018e-01,-1.308216116685893438e+00,-1.491081342643381102e+00,-9.368772934631699467e-01,-2.716437329110990895e+00,-1.087498520044920536e+00,-2.849961292183142980e-01,-2.585696933258177843e+00
9.949981215453974626e-01,-1.239720082186362982e+00,-1.877155118058663641e+00,1.621842333537340808e-01,2.341127186789292158e-01,-8.617438121361493952e-02,1.142665071529214593e+00,2.163048589103080260e-02,4.844535323779812774e-01,-1.980006125620870305e+00,-1.839145317708404281e+00,1.275590577039402929e+00,-1.615799569291169080e+00,-4.193531854228430555e-01,-2.437139782139030597e+00,-8.198488020178064106e-01,-2.394804220705978093e+00,4.972450226297300824e-01,1.195670872549223551e+00,-8.261350489340188452e-02
-1.263074103337934240e+00,2.587591222748712450e-01,1.570723573619858593e+00,1.717485797991744056e-02,-1.042902675535489987e+00,-2.934648434116064575e+00,-6.639704394346399585e-01,-1.215151833805168780e+00,4.712681237660339417e-01,-1.172464349309724173e-02,-2.117461732037898281e-01,-2.458634275070958441e+00,5.807938919286395052e-01,1.071415565622212407e+00,9.138186252962682277e-01,-2.861108220507458388e-01,1.310630584311335056e+00,-3.064396885454344854e+00,-1.904033526000747489e+00,9.299039392068780829e-01
8.449131928261534030e-01,7.413176132794616624e-01,-1.617577971695284500e+00,-2.155145714372824095e+00,-1.932842534376760790e+00,-1.040866386449714076e+00,-8.665613594332044478e-01,-3.541285042468321764e-01,5.877653095445212195e-01,-2.185452034681808708e+00,7.944352355138816213e-01,-7.128567465333822684e-01,6.462015644402184511e-02,-6.932318066187543870e-01,-2.013442395037428057e+00,6.921288371101094183e-01,-5.116445424500799810e-02,1.210895059817220343e+00,-1.055339888824180727e+00,1.362720558949273020e+00
-1.800206105848453531e+00,1.283944764196536248e-01,6.563261024487510031e-01,-1.134017593457665951e+00,-1.239132623836408875e+00,8.552546781647827334e-01,-9.951962107788384637e-01,-1.137544807618355858e+00,-9.273693483630883749e-01,1.860275055507794928e+00,1.239423774282679552e-01,-1.919580552838447529e+00,6.112555659733829305e-01,-2.141888299385646732e+00,1.106060402019504396e+00,-1.349671297406082937e+00,4.843229408203564290e-01,8.578614491520097918e-01,-1.549233756224364100e+00,-2.416075247072010157e+00
-1.287130238619980993e+00,-2.962633741097885576e+00,-1.599018161056796394e+00,-1.600655071175162592e+00,-5.973854191891210252e-01,-2.295351013528668549e+00,-1.010778131856653106e+00,2.895680446425413224e-01,5.243787197905674935e-01,-1.087729198002551634e+00,-1.793230269304582958e+00,1.285871470000893968e+00,-1.416592835435436903e+00,3.956823202497224967e-01,1.451963827726571621e+00,7.442730333364688811e-01,6.760322709440642619e-01,-1.467941008690311355e-02,5.624067539709197705e-01,8.363977667785189585e-01
1.884815531823712254e-01,9.607971570615476686e-01,-1.132330773368673382e+00,1.287662352260396714e+00,-3.175038763967042432e-01,-9.919021719690715999e-01,-5.110399782689540871e-01,1.161324490157301104e-01,1.283181859630222243e+00,-1.723953062442569184e+00,4.069454738119913095e-01,-1.786373123618905767e+00,4.127044131326633170e-01,-1.090196550365674089e+00,-1.544316202713426955e+00,1.075629526544135794e+00,-2.922353093051595518e+00,-2.689805218558323663e+00,-4.192325150993129190e-01,1.333248770179007447e+00
-1.741960615836174231e+00,-1.830731589226396450e+00,-1.615268218942166767e+00,-1.738831138825534195e+00,5.262525910222892733e-01,-7.958080176839604780e-01,-9.034672583203844365e-01,-5.095784081616727690e-01,-2.276945259469463689e+00,-9.678392041268327750e-01,1.100669717013497362e+00,-2.967772151932240643e+00,4.340403109618223287e-01,1.423728785376745520e+00,1.137103795174859711e+00,3.006439607489971855e-02,-1.053412980742623573e+00,7.878192814034007396e-01,-1.238046691469620875e+00,1.014620802594892846e+00
